Tweets,Length,Date,Source,Favourites,RTs
I’m announcing a significant and comprehensive plan that’s going to help all Canadians get through these challenging times. Tune in here for the details: https://t.co/LVsd4xZeQI,177,2020-03-18 14:41:17,Twitter for iPhone,4323,1089
"J’annonce maintenant un plan qui aidera les Canadiens à traverser cette période difficile. Pour obtenir les détails en direct, cliquez ici : https://t.co/tOvGr6OB87",164,2020-03-18 14:41:12,Twitter for iPhone,250,71
"RT @CanadianPM: Earlier today, Prime Minister Justin Trudeau addressed Canadians and gave an update on the Government of Canada’s response…",139,2020-03-18 03:13:06,Twitter for iPhone,0,571
"RT @PMcanadien: Plus tôt aujourd’hui, le premier ministre Justin Trudeau s’est adressé aux Canadiens et a fait le point sur la réponse du g…",140,2020-03-18 03:13:03,Twitter for iPhone,0,139
"Great idea! I’m joining Premier @francoislegault and extending this call to artists, athletes, and influencers right across the country. If you have a platform, why not use it for good? Help everyone stay informed ➡️ https://t.co/vqwGEHieAX #FlattenTheCurve https://t.co/A42GnsNQoo",281,2020-03-18 02:45:34,Twitter for iPhone,1404,361
"Excellente idée! Je me joins au PM @francoislegault en invitant les artistes, les athlètes et les influenceurs à travers le pays. Si vous avez une plateforme, aidez vos concitoyens à rester informés ➡️ https://t.co/9o2gp53S23 #OnSeProtège https://t.co/A42GnsNQoo",262,2020-03-18 02:45:24,Twitter for iPhone,424,94
"RT @CPHO_Canada: 1/2 #TeamCanada continue to donate blood. #CanadianBloodServices @CanadasLifeline @HemaQuebec have robust cleaning, infect…",140,2020-03-18 02:15:23,Twitter for iPhone,0,277
"RT @ACSP_Canada: 1/2 #ÉquipeCanada, continuons de donner du sang! La #SociétéCanadienneDuSang (@CanadasLifeline) et @HemaQuebec) ont de rob…",140,2020-03-18 02:15:19,Twitter for iPhone,0,37
"RT @PattyHajdu: Our window to change the course of this disease is narrowing, but we can still do this together. The time to act is now: ca…",140,2020-03-18 00:27:59,Twitter for iPhone,0,389
RT @PattyHajdu: On doit continuer à changer nos habitudes maintenant pour #AplanirLaCourbe. C’est le moment d’annuler les voyages à l’extér…,140,2020-03-18 00:27:56,Twitter for iPhone,0,49
"RT @JonathanWNV: #COVID19 Update for @ParksCanada:

For the health and safety of Canadians &amp; all travellers, Parks Canada will temporarily…",143,2020-03-18 00:15:00,Twitter for iPhone,0,96
"RT @JonathanWNV: #COVID19 Mise à jour pour @ParcsCanada :

Pour la santé &amp; la sécurité des Canadiens, Parcs Canada suspendra temporairement…",144,2020-03-18 00:14:58,Twitter for iPhone,0,26
RT @CPHO_Canada: 1/2 #SocialDistancing and #SelfIsolation don’t mean loneliness! Stay connected to friends and family through technology –p…,140,2020-03-17 22:39:15,Twitter for iPhone,0,354
RT @ACSP_Canada: 1/2 #DistanciationSociale et #AutoIsolement ne sont pas synonymes de solitude! Gardez le contact avec vos amis et votre fa…,140,2020-03-17 22:39:11,Twitter for iPhone,0,47
RT @MonaFortier: Don’t forget that taking care of your mental health is just as important as taking care of your physical health right now.…,140,2020-03-17 22:03:27,Twitter for iPhone,0,235
RT @MonaFortier: N'oubliez pas que prendre soin de votre santé mentale est aussi important que de prendre soin de votre santé physique en c…,140,2020-03-17 22:03:25,Twitter for iPhone,0,46
"RT @NavdeepSBains: Today I had the chance to meet virtually with @ChiefSciCan and Dr. @GerdtsVolker, dir. and CEO at @VIDOInterVac. As the…",139,2020-03-17 21:32:16,Twitter for iPhone,0,78
"RT @NavdeepSBains: Aujourd'hui, j'ai eu la chance de rencontrer virtuellement @SciChefCan et le Dr @GerdtsVolker, dir. et PDG de @VIDOInter…",140,2020-03-17 21:32:13,Twitter for iPhone,0,22
"Thank you for stepping forward, @KamalKheraLib - and thank you to all of the people on the frontlines of our health care system. Whether you’re a doctor or nurse, a hospital administrator or maintenance staff, all Canadians are grateful for the work you’re doing. https://t.co/j9FpqeiQDm",287,2020-03-17 21:05:27,Twitter for iPhone,2067,287
"Merci de répondre à l’appel, @KamalKheraLib. Merci aussi aux intervenants de première ligne de notre réseau de la santé. Que vous soyez médecin ou infirmière, administrateur d’hôpital ou employé d’entretien, les Canadiens sont reconnaissants du travail que vous accomplissez. https://t.co/j9FpqeiQDm",299,2020-03-17 21:05:22,Twitter for iPhone,218,39
"RT @PattyHajdu: If you’re experiencing symptoms of #COVID19 and aren’t sure if you need to be tested, some provinces are offering online as…",140,2020-03-17 20:38:45,Twitter for iPhone,0,228
"RT @PattyHajdu: Si vous éprouvez des symptômes de #COVID19 et n'êtes pas sûr si vous devez subir un test, certaines provinces offrent des o…",140,2020-03-17 20:38:43,Twitter for iPhone,0,52
"Do wash your hands often. Do cough into your elbow. And don’t gather in groups of more than 50 people. This is a challenging time for everyone. But by taking these steps and practicing social distancing, we can help those around us. We can save lives.",251,2020-03-17 19:40:51,Twitter for iPhone,19971,4214
"Lavez-vous les mains. Toussez dans votre coude. Évitez les rassemblements de plus de 50 personnes. C’est une période difficile pour tout le monde. Mais avec ces mesures et à la distanciation sociale, nous pouvons aider notre entourage. Nous pouvons sauver des vies.",265,2020-03-17 19:40:45,Twitter for iPhone,531,128
RT @HarjitSajjan: There are people out there looking to take advantage of the concerns around #COVID19. The cybersecurity team at @cse_cst…,139,2020-03-17 19:25:38,Twitter for iPhone,0,124
RT @HarjitSajjan: Certaines personnes malintentionnées essaient de trouver des façons de tirer profit de la situation entourant la #COVID19…,140,2020-03-17 19:25:36,Twitter for iPhone,0,39
Is it a noun? Is it a verb? Doesn’t matter. Social distancing is what we all need to be doing right now. #FlattenTheCurve https://t.co/Wzgto6kkqf,145,2020-03-17 17:39:46,Twitter for iPhone,9368,3421
La distanciation sociale. C’est simple et c’est tellement important. On doit tous mettre ça en pratique dès maintenant. #AplatirLaCourbe https://t.co/ia21X6iO8V,160,2020-03-17 17:39:40,Twitter for iPhone,479,191
RT @CPHO_Canada: 1/2 #SocialDistancing is a key action you can take to help #FlattenTheCurve and reduce the impacts of #COVID19. #coronavir…,140,2020-03-17 17:32:38,Twitter for iPhone,0,585
RT @ACSP_Canada: 1/2 La #DistanciationSociale est une mesure essentielle que vous pouvez prendre pour aider à #AplanirLaCourbe et à réduire…,140,2020-03-17 17:32:33,Twitter for iPhone,0,65
"RT @FP_Champagne: OFFICIAL MESSAGE TO CANADIANS ABROAD

I am fully aware of the very difficult situation many Canadians abroad are currentl…",140,2020-03-17 17:16:30,Twitter for iPhone,0,231
"RT @FP_Champagne: MESSAGE OFFICIEL AUX CANADIENS À L'ÉTRANGER

Je suis pleinement conscient de la situation très difficile à laquelle de no…",140,2020-03-17 17:16:26,Twitter for iPhone,0,39
"HAPPENING NOW: I’m speaking from Rideau Cottage about the COVID-19 situation, our whole-of-government response, and the measures you can take - such as social distancing - to keep yourself and your community safe. Watch live: https://t.co/8FgO9Kfu92",249,2020-03-17 15:40:30,Twitter for iPhone,921,219
"EN DIRECT : Je m’adresse à vous depuis Rideau Cottage pour parler de la COVID-19, de notre approche pangouvernementale et de ce que vous pouvez faire, dont la distanciation sociale, pour vous protéger, ainsi que votre communauté. Regardez : https://t.co/bLY4mbGjMr",264,2020-03-17 15:40:27,Twitter for iPhone,150,40
"Let’s take care of each other in this time of need, Canada. Because that’s really who we are. If you’re heading out for groceries, check in with your neighbours and see if you can get them anything. Buy only what you need. And we will get through this together. https://t.co/zZGwbgG9fD",285,2020-03-17 15:11:40,Twitter for iPhone,4230,971
"Prenons soin l’un de l’autre en cette période difficile. Parce que c’est dans nos valeurs. Si vous allez à l’épicerie, demandez à vos voisins s’ils ont besoin de quelque chose. N’achetez que ce qui est nécessaire. Ensemble, nous allons traverser cette épreuve. https://t.co/Ptf8qe13ma",284,2020-03-17 15:11:30,Twitter for iPhone,282,65
"Whether you’re a Canadian of Irish descent or simply Irish for the day, let’s celebrate #StPatricksDay a wee bit differently this year... from home. With some social distancing we’ll get through this, and we’ll have another reason to celebrate later, together.",260,2020-03-17 14:44:17,Twitter for iPhone,12107,1510
"Que l’on soit de descendance irlandaise ou simplement Irlandais pour la journée, on célèbre la #StPatrick différemment cette année… à partir de chez-soi. Avec la distanciation sociale, on va traverser cette épreuve, et on aura une autre raison de fêter plus tard, ensemble.",273,2020-03-17 14:44:07,Twitter for iPhone,296,50
"RT @CanadianPM: Canadians will get through this together by listening to our public health and medical experts, and acting to protect ourse…",140,2020-03-17 03:17:30,Twitter for iPhone,0,694
RT @PMcanadien: Les Canadiens vont traverser cette épreuve ensemble en écoutant les spécialistes de la santé et en se protégeant eux-mêmes…,139,2020-03-17 03:17:26,Twitter for iPhone,0,123
"RT @CanadianPM: The Government of Canada is taking action to protect the health, safety, and wellbeing of Canadians. Today, Prime Minister…",139,2020-03-17 03:10:52,Twitter for iPhone,0,343
"RT @PMcanadien: Le gouvernement du Canada agit pour protéger la santé, la sécurité et le bien-être des Canadiens. Aujourd’hui, le premier m…",140,2020-03-17 03:10:49,Twitter for iPhone,0,109
RT @BillBlair: To protect Canadians and to ease the potential burden overseas travelers could place on our health care system and its front…,140,2020-03-17 02:24:23,Twitter for iPhone,0,122
RT @BillBlair: Pour protéger les Canadiens et alléger le fardeau potentiel que les voyageurs à l'étranger pourraient imposer à notre systèm…,140,2020-03-17 02:24:21,Twitter for iPhone,0,23
"RT @NavdeepSBains: Stress and isolation can be really hard on our mental health. This is a reminder to stay active, eat healthy, limit your…",140,2020-03-17 02:10:45,Twitter for iPhone,0,548
"RT @NavdeepSBains: Le stress et l'isolement peuvent être très durs pour notre santé mentale. C'est un rappel pour rester actif, manger sain…",140,2020-03-17 02:10:43,Twitter for iPhone,0,40
"We’re working closely with public health officials and medical professionals across the country to protect you and your family, but it’s up to all of us to keep our communities safe. Here are some ways you can help limit the spread of COVID-19. #FlattenTheCurve https://t.co/lFkhnj21oz",285,2020-03-17 01:32:29,Twitter for iPhone,2470,743
On collabore de près avec les professionnels et les responsables de la santé publique au pays pour vous protéger ainsi que votre famille. Mais on doit tous veiller à la sécurité de nos communautés. Voici des moyens de limiter la propagation de la COVID-19. #AplatirLaCourbe https://t.co/1nF5AOKUct,297,2020-03-17 01:32:21,Twitter for iPhone,262,76
RT @FP_Champagne: The Government of Canada will provide financial assistance and additional support to Canadians abroad affected by #COVID1…,140,2020-03-17 01:13:54,Twitter for iPhone,0,209
RT @FP_Champagne: Le gouvernement du Canada fournira une aide financière ainsi qu'un soutien supplémentaire aux Canadiens à l'étranger dire…,140,2020-03-17 01:13:51,Twitter for iPhone,0,46
"RT @CPHO_Canada: 1/4 Everyone must take all precautions to protect those at high risk of severe #COVID19, while ensuring they are fully sup…",140,2020-03-17 00:56:17,Twitter for iPhone,0,415
RT @ACSP_Canada: 1/4 Tous doivent prendre les précautions nécessaires pour protéger les personnes à haut risque de #COVID19 grave tout en v…,140,2020-03-17 00:56:08,Twitter for iPhone,0,92
"This morning, I spoke with G7 leaders about COVID-19. This is a global issue, and we are committed to doing all it takes to protect people &amp; support our economies. We will coordinate our responses &amp; take strong action, together. Read our joint statement: https://t.co/pbfAfLSFYR https://t.co/gLUgEhSrW2",310,2020-03-17 00:12:15,Twitter for iPhone,5944,765
"Ce matin, j’ai parlé avec les dirigeants du G7 de la COVID-19. C’est un enjeu mondial, et on va faire le nécessaire pour protéger les gens et soutenir nos économies. On va coordonner nos réponses et prendre des mesures fermes. Notre déclaration commune : https://t.co/yNUesPd7IW https://t.co/1pHfbuLZqF",302,2020-03-17 00:12:04,Twitter for iPhone,417,66
"RT @MarcGarneau: Today, our government has announced robust measures to protect the safety and security of all Canadians against the COVID-…",140,2020-03-16 23:48:40,Twitter for iPhone,0,121
"RT @MarcGarneau: Aujourd’hui, notre gouvernement a annoncé des mesures rigoureuses afin de protéger la sécurité et la sûreté de tous les Ca…",140,2020-03-16 23:48:37,Twitter for iPhone,0,38
"RT @mclaudebibeau: I had my 1st call with agriculture stakeholders from across the supply chain, taking place 3X/week. 📞 We are listening a…",140,2020-03-16 23:26:32,Twitter for iPhone,0,65
RT @mclaudebibeau: 1er 📞avec des membres du secteur agricole et de la chaîne d'approvisionnement que nous allons faire 3x/sem. Ns sommes à…,139,2020-03-16 23:26:30,Twitter for iPhone,0,21
"RT @MonaFortier: We can still stop the spread of the virus, but as Dr. Tam said, that window is closing. We’re taking important steps to ma…",140,2020-03-16 23:14:52,Twitter for iPhone,0,44
"RT @MonaFortier: Nous pouvons encore arrêter la propagation du virus, mais comme l'a dit Dr. Tam, nous allons manquer de temps. Nous prenon…",140,2020-03-16 23:14:48,Twitter for iPhone,0,13
"RT @PattyHajdu: Today, we announced new measures at our border, including diverting international flights to specific airports, reducing un…",140,2020-03-16 22:40:42,Twitter for iPhone,0,154
"RT @PattyHajdu: Aujourd'hui, nous avons annoncé de nouvelles mesures à la frontière, avec la redirection de vols internationaux vers certai…",140,2020-03-16 22:40:39,Twitter for iPhone,0,36
"These measures are necessary to protect our country from COVID-19, are based on the latest available evidence from our experts, and were developed with input from Canada’s highly trained medical professionals. For more details, click the link below ⤵️ https://t.co/7nY6DAc3Yu",275,2020-03-16 22:25:56,Twitter for iPhone,573,156
"Ces mesures nécessaires pour protéger notre pays contre la COVID-19 sont fondées sur les dernières données de nos experts et ont été élaborées avec des professionnels de la santé hautement qualifiés. Pour en savoir plus, cliquez sur le lien ci-dessous ⤵️ https://t.co/bymML2Q3fd",278,2020-03-16 22:25:46,Twitter for iPhone,92,22
"We will be limiting international flight arrivals to four major airports: Toronto Pearson, Vancouver, Montreal-Trudeau, and Calgary. Domestic flights and flights from the United States, Mexico, the Caribbean, and St. Pierre-et-Miquelon are not affected.",253,2020-03-16 20:43:26,Twitter for iPhone,1220,268
"We will support Canadians abroad who have been affected by COVID-19. Through a new support program, we will provide immediate financial assistance to help people come home or to help cover their health needs.",208,2020-03-16 20:43:26,Twitter for iPhone,1112,216
"Foreign nationals from all countries - except the United States – will no longer be allowed to enter Canada. This does not include air crews, travellers heading to a third country, diplomats, immediate family members of Canadian citizens, or permanent residents.",262,2020-03-16 20:43:25,Twitter for iPhone,935,312
"Your health and safety has been - and will always be - our top priority. As the COVID-19 situation continues to evolve, so does our response. Today, we announced significant new measures to keep you, your family, and your community safe. ⤵️ https://t.co/dMN3cmXStp",264,2020-03-16 20:43:25,Twitter for iPhone,8442,1361
"Nous allons limiter les arrivées internationales à quatre grands aéroports : Toronto Pearson, Vancouver, Montréal-Trudeau et Calgary. Les vols intérieurs et ceux en provenance des É.-U., du Mexique, des Caraïbes et de Saint-Pierre-et-Miquelon ne sont pas visés.",261,2020-03-16 20:43:05,Twitter for iPhone,168,40
"Grâce à un nouveau programme de prêts d’urgence, on fournira une aide financière immédiate aux Canadiens à l’étranger touchés par la COVID-19, afin de les aider à rentrer chez eux ou à répondre à leurs besoins de santé.",219,2020-03-16 20:43:04,Twitter for iPhone,111,28
"Les ressortissants étrangers – à l’exception des États-Unis – ne seront plus autorisés à entrer au pays. Cela n’inclut pas les équipages d’avion, les voyageurs se rendant dans un autre pays, les diplomates, la famille immédiate de citoyens canadiens, ou les résidents permanents.",279,2020-03-16 20:43:04,Twitter for iPhone,70,18
"Votre santé et votre sécurité sont notre priorité et le seront toujours. On adapte notre réponse au fur et à mesure qu’évolue la situation entourant la COVID-19. Aujourd’hui, on a annoncé de nouvelles mesures importantes pour assurer votre sécurité et celle de votre famille. ⤵️ https://t.co/5kczTo1utg",302,2020-03-16 20:43:04,Twitter for iPhone,455,94
HAPPENING NOW: I’m speaking from Rideau Cottage about the rapidly evolving COVID-19 outbreak and announcing significant new measures we’re taking to protect your health and keep you safe. Watch live: https://t.co/ZWtPbeNPVk,223,2020-03-16 17:40:10,Twitter for iPhone,2352,627
"EN DIRECT : À partir de Rideau Cottage, je parle de l’évolution rapide de la COVID-19 et j’annonce d’importantes nouvelles mesures que nous prenons pour protéger votre santé et assurer votre sécurité. Pour regarder en direct : https://t.co/iQ9tyZRhqo",250,2020-03-16 17:40:05,Twitter for iPhone,276,90
"RT @jyduclos: The health and safety of all Canadians, including our public servants, is an absolute priority. 

Our government will be as f…",140,2020-03-16 12:03:33,Twitter for iPhone,0,123
"RT @jyduclos: La santé et la sécurité de tous les Canadiens, incluant nos fonctionnaires, est une priorité absolue. 

Le gouvernement du Ca…",140,2020-03-16 12:03:31,Twitter for iPhone,0,42
"RT @CPHO_Canada: 1/8 March 15: there are 313 #COVID19 cases in 🇨🇦, with 10 provinces now reporting a case. With the recent rapid⬆️in cases,…",140,2020-03-15 23:44:58,Twitter for iPhone,0,5989
RT @ACSP_Canada: 1/8 15 mars : nous avons 313 cas de la #COVID19 au 🇨🇦. Toutes les provinces ont maintenant signalé des cas. Avec l’augment…,140,2020-03-15 23:44:54,Twitter for iPhone,0,153
RT @GCIndigenous: Watch this video to find out what #IndigenousServices Canada is doing to support Indigenous peoples across Canada as part…,140,2020-03-15 21:37:21,Twitter for iPhone,0,141
RT @GCAutochtones: Regardez cette vidéo pour connaître les mesures mises en place par #ServicesauxAutochtones Canada pour soutenir les Auto…,140,2020-03-15 21:37:17,Twitter for iPhone,0,31
RT @CQualtro: Service Canada is ready to support Canadians affected by #COVID19 and placed in quarantine. If you have questions on the waiv…,140,2020-03-15 20:36:12,Twitter for iPhone,0,331
RT @CQualtro: Service Canada est prêt à soutenir les Canadiens touchés par #COVID19 et placés en quarantaine. Si vous avez des questions su…,140,2020-03-15 20:36:10,Twitter for iPhone,0,36
"This morning, I spoke with the @EU_Commission’s @vonderleyen about how we can coordinate the international response to COVID-19 to limit its spread, protect people in Canada and European Union countries, and support our economies. More on our call: https://t.co/NwYAAb8Lsp",272,2020-03-15 19:54:08,Twitter for iPhone,1056,203
"Ce matin, j’ai parlé avec @vonderleyen de la @EU_Commission des moyens de coordonner la réponse internationale face à la COVID-19 pour limiter la propagation, soutenir nos économies et protéger les Canadiens et les gens des pays de l’UE. Détails : https://t.co/fz18I5TBT0",271,2020-03-15 19:54:03,Twitter for iPhone,309,71
"COVID-19 is a rapidly evolving global challenge, and international coordination is necessary. Ahead of our upcoming call with G7 leaders, I spoke with @eucopresident @CharlesMichel today about the measures being taken in Canada and the EU. Get the details: https://t.co/KdK2s6nAtq",280,2020-03-15 19:37:48,Twitter for iPhone,998,239
"La COVID-19 est un enjeu mondial en évolution qui demande une coordination internationale. En prévision de l’appel avec les dirigeants du G7, j’ai parlé aujourd’hui avec l’@eucopresident, @CharlesMichel, des mesures prises au Canada et dans l’UE : https://t.co/fn7DCa5hX9",271,2020-03-15 19:37:42,Twitter for iPhone,189,40
RT @GovCanHealth: Government of Canada COVID-19 Update / Miss à jour du gouvernement du Canada sur la COVID-19 https://t.co/D8rUO1bMge,134,2020-03-15 19:09:19,Twitter for iPhone,0,530
"RT @FP_Champagne: Today, I spoke with counterparts from #COVID19 affected countries. 

Here is the readout: 

@MarisePayne 
@ernestofaraujo…",140,2020-03-15 19:06:44,Twitter for iPhone,0,59
"RT @FP_Champagne: Aujourd'hui, je me suis entretenu avec mes homologues de pays touchés par la #COVID19. 

Voici le compte rendu de notre c…",140,2020-03-15 19:06:40,Twitter for iPhone,0,27
"Busy day of meetings and interviews today. COVID-19 is an evolving situation in Canada and around the world, and nothing is off the table as we consider every option to protect the health of Canadians and the economy. More updates to come throughout the day.",258,2020-03-15 18:59:23,Twitter for iPhone,9882,1071
Une journée bien remplie avec des rencontres et des entrevues. La situation de la COVID-19 continue d’évoluer au Canada et à travers le monde. Aucune option n’est exclue pour nous assurer de protéger la santé des Canadiens et notre économie. D’autres mises à jour viendront.,274,2020-03-15 18:59:17,Twitter for iPhone,340,35
RT @NavdeepSBains: Canada has one of the strongest and most resilient banking sectors in the world. Our Government is preparing a significa…,140,2020-03-15 18:19:35,Twitter for iPhone,0,231
"RT @NavdeepSBains: Le Canada possède l'un des secteurs bancaires les plus solides au monde. 
Nous prépare un programme de relance qui sera…",139,2020-03-15 18:19:33,Twitter for iPhone,0,27
"RT @FP_Champagne: Update on #COVID19 travel advice:
 
We are reminding Canadians to avoid all non-essential travel outside of Canada until…",139,2020-03-15 15:32:33,Twitter for iPhone,0,360
"RT @FP_Champagne: Mise à jour sur les conseils aux voyageurs #COVID19 :

Nous rappelons aux Canadiens d'éviter tout voyage non-essentiel à…",139,2020-03-15 15:32:29,Twitter for iPhone,0,45
RT @Bill_Morneau: I have secured a commitment with Canada’s banks that they will support businesses and individuals impacted by COVID-19. I…,140,2020-03-15 01:44:00,Twitter for iPhone,0,405
RT @Bill_Morneau: J’ai obtenu l’engagement des banques canadiennes qu’elles soutiendront les entreprises et les individus touchés par la CO…,140,2020-03-15 01:43:58,Twitter for iPhone,0,35
RT @FilomenaTassi: Many of us are feeling uncertainty about the impact of COVID-19 on families and on the economy. The government of Canada…,140,2020-03-15 01:09:09,Twitter for iPhone,0,150
RT @FilomenaTassi: Beaucoup d'entre nous ressentent de l'incertitude quant à l'impact de COVID-19 sur les familles et sur l'économie. Le go…,140,2020-03-15 01:09:06,Twitter for iPhone,0,33
"RT @CPHO_Canada: 1/3 Event organisers need to take steps now to #FlattentheCurve of the #COVID19 #coronavirus #pandemic by cancelling, post…",140,2020-03-15 00:44:36,Twitter for iPhone,0,548
"RT @ACSP_Canada: 1/3 Les organisateurs d’événements doivent agir maintenant pour #AplanirLaCourbe de la #pandémie de #COVID19 : annuler, re…",140,2020-03-15 00:44:30,Twitter for iPhone,0,86
RT @BernJordanMP: It's up to all of us to keep our communities safe. https://t.co/H2ICl4kdr8,92,2020-03-15 00:26:05,Twitter for iPhone,0,154
RT @BernJordanMP: C'est à nous tous d'assurer la sécurité de nos communautés. https://t.co/vWMDzGu1Pc,101,2020-03-15 00:25:57,Twitter for iPhone,0,42
"Today, I spoke with Premier @francoislegault about the work we’re doing to protect the health &amp; safety of Quebecers and all Canadians, and the action we’re taking to support workers &amp; businesses impacted by COVID-19. https://t.co/ZXMfOz1MzP",248,2020-03-15 00:06:34,Twitter for iPhone,817,116
J’ai parlé avec le PM @francoislegault des mesures prises pour protéger la santé des Québécois et tous les Canadiens et de ce qu’on fait pour soutenir nos travailleurs et nos entreprises qui font face aux impacts de la COVID-19. https://t.co/F4ca9uFFD6,252,2020-03-15 00:06:31,Twitter for iPhone,212,41
"RT @BillBlair: I am aware that there is a voicemail circulating about COVID-19, spreading misinformation and falsely claiming to be from th…",140,2020-03-14 23:09:55,Twitter for iPhone,0,710
"RT @BillBlair: Je suis au courant qu'un message vocal circule au sujet de la COVID-19, diffusant des mauvaises informations et prétendant f…",140,2020-03-14 23:09:53,Twitter for iPhone,0,45
"RT @_DebSchulte: As Minister of Seniors, I have a special message for seniors about #COVID19. https://t.co/K58RgK1gs7",117,2020-03-14 22:57:51,Twitter for iPhone,0,105
RT @_DebSchulte: Mon secrétaire parlementaire Stéphane Lauzon partage un message spécial à l’intention des aînés à propos du #COVID19.  htt…,140,2020-03-14 22:57:46,Twitter for iPhone,0,28
"RT @FP_Champagne: OFFICIAL ADVICE TO CANADIANS ABROAD: 

We recommend that Canadian travellers return to Canada via commercial means while…",139,2020-03-14 21:22:55,Twitter for iPhone,0,4990
"RT @FP_Champagne: AVERTISSEMENT OFFICIEL AUX CANADIENS À L’ÉTRANGER :

Nous recommandons aux voyageurs canadiens de revenir au Canada par d…",140,2020-03-14 21:22:52,Twitter for iPhone,0,408
"I spoke on the phone with @POTUS Trump again today. We talked about COVID-19, its impacts, and how we can keep people safe in both our countries - and we’ll continue to stay in touch as the situation evolves. Thanks for the call.",229,2020-03-14 20:32:52,Twitter for iPhone,7759,749
J’ai parlé de nouveau au téléphone avec le @POTUS Trump. On a discuté des impacts de la COVID-19 et de comment nous pouvons assurer la sécurité des gens de nos deux pays. On va continuer à être en contact au fur et à mesure que la situation évolue. Merci pour l’appel.,268,2020-03-14 20:32:36,Twitter for iPhone,433,54
"These are significant steps - and we will do more if needed - because protecting our economy &amp; keeping you safe is our top priority. We’ll continue to work with all orders of government, businesses, and public health officials. And we will get through this together.",270,2020-03-14 16:22:22,Twitter for iPhone,1927,235
".@FP_Champagne has advised that you avoid all non-essential travel outside Canada. We’ve also enhanced screening &amp; detection processes at all international airports, and land border, ferry, and rail ports of entry to slow the spread of COVID-19. More info: https://t.co/An1dyzswP2",284,2020-03-14 16:22:21,Twitter for iPhone,1734,349
.@BillMorneau also announced that we are providing $10 billion in support to Canadian businesses through @BDC_ca and @ExportDevCanada. This will help stabilize our economy &amp; protect workers right across the country. Get more info on this support here: https://t.co/SNjtYUoF3A,279,2020-03-14 16:22:21,Twitter for iPhone,1115,163
".@MarcGarneau announced we are delaying the start of the cruise ship season until July 1st at the earliest, and we are not allowing any cruise ships to dock in Northern communities this season. More on how this will help prevent the spread of COVID-19: https://t.co/kUV5dH9IRP",276,2020-03-14 16:22:20,Twitter for iPhone,1124,151
"Around the world, the COVID-19 situation continues to evolve rapidly. I want you to know that we’re working around the clock &amp; doing everything we can to support our economy &amp; keep you safe. And yesterday, we announced additional measures we’re taking to do just that. ⤵️",279,2020-03-14 16:22:20,Twitter for iPhone,12288,1564
"Ce sont des mesures importantes, et d’autres viendront s’il y a lieu. Notre priorité : protéger notre économie et votre sécurité. Nous continuerons de travailler avec tous les gouvernements, les entreprises et les responsables de la santé publique. On s’en sortira ensemble.",274,2020-03-14 16:22:10,Twitter for iPhone,143,25
".@FP_Champagne déconseille tout voyage non essentiel à l’étranger. On a aussi augmenté le contrôle dans les aéroports et aux points d’entrée des véhicules routiers, des traversiers et des trains pour ralentir la propagation de la COVID-19. Détails : https://t.co/wqC1wC1gNU",273,2020-03-14 16:22:10,Twitter for iPhone,149,36
.@BillMorneau a annoncé que nous verserons 10 milliards de dollars pour aider les entreprises via la @BDC_ca et @ExportDevCanada. Ces fonds contribueront à stabiliser notre économie et protéger les travailleurs au pays. Détails : https://t.co/dLrFY0tO2Y,253,2020-03-14 16:22:09,Twitter for iPhone,41,8
.@MarcGarneau a annoncé que la saison des croisières commencera au plus tôt le 1er juillet et que les navires ne s’arrêteront pas dans les communautés nordiques cette saison. Détails sur cette mesure et la lutte contre la COVID-19 : https://t.co/kSVluLEe19,256,2020-03-14 16:22:09,Twitter for iPhone,38,6
"Dans le monde, la situation entourant la COVID-19 continue d’évoluer rapidement. Je veux que vous sachiez que nous travaillons sans relâche et faisons le nécessaire pour soutenir notre économie et vous protéger. Hier, nous avons annoncé de nouvelles mesures. ⤵️",261,2020-03-14 16:22:08,Twitter for iPhone,424,95
"Today, I spoke with the leaders of @AFN_Updates, @ITK_CanadaInuit, and @MNC_tweets about these measures and the comprehensive &amp; coordinated approach we are taking to protect the health &amp; safety of Indigenous peoples - and all Canadians. More on our call: https://t.co/Ialvtr01qB",286,2020-03-14 01:50:15,Twitter for iPhone,757,153
"Earlier this week, we announced funding that will help Indigenous communities respond to the COVID-19 outbreak - and make sure they have the supplies, equipment, training, and support they need to limit the spread of the virus &amp; address its impacts.",253,2020-03-14 01:50:15,Twitter for iPhone,5944,630
"Aujourd’hui, j’ai discuté avec des dirigeants de l’@AFN_Updates, de l’@ITK_CanadaInuit et du @MNC_tweets au sujet de ces mesures et de notre approche coordonnée pour protéger la santé et la sécurité des Autochtones et des Canadiens. Détails : https://t.co/PjBCgE1c7Y",266,2020-03-14 01:50:01,Twitter for iPhone,128,33
"Plus tôt cette semaine, on a annoncé un financement pour aider les communautés autochtones à faire face à la COVID-19 et s’assurer qu’ils ont l’équipement, la formation et le soutien nécessaires pour limiter la propagation du virus et ses effets.",246,2020-03-14 01:50:01,Twitter for iPhone,363,57
"RT @CanadianPM: Earlier today, Prime Minister Justin Trudeau provided an update on #COVID19 and outlined the steps that Canada is taking to…",140,2020-03-14 01:31:17,Twitter for iPhone,0,668
"RT @PMcanadien: Plus tôt aujourd’hui, le premier ministre Justin Trudeau a fait le point sur la #COVID19 et présenté les démarches qu’entre…",140,2020-03-14 01:31:14,Twitter for iPhone,0,115
