Tweets,Length,Date,Source,Favourites,RTs,Username
".@CMO_England Chris Whitty outlines how updated 
#coronavirus advice will impact: 

▶️ People aged 70+
▶️ Adults who would normally be advised to have the flu vaccination
▶️ People with chronic diseases
▶️ Pregnant women

https://t.co/meymkGzBj3 https://t.co/DipjADBvOw",269,2020-03-17 07:14:30,Twitter Media Studio,2039,827,BorisJohnson
An update on the latest coronavirus advice. https://t.co/meymkGzBj3 https://t.co/qPAYFEpdCK,91,2020-03-16 22:14:18,Twitter Media Studio,6773,1992,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson holds the daily coronavirus press conference (16 March 2020) https://t.co/ybVmTJYj2S,134,2020-03-16 16:51:01,Twitter Web App,0,1492,BorisJohnson
"Latest NHS advice:

If you have: a new continuous cough OR a high temperature

You should stay at home for seven days.

Read the full guidance now: https://t.co/hmhS6y5caq https://t.co/v8oNM0UU2I",195,2020-03-15 10:08:22,Twitter for iPhone,6358,2842,BorisJohnson
"If you have: a new continuous cough OR a high temperature (37.8 degrees or higher), you should stay at home for 7 days.
 
Read more here on how best to protect yourself and others whilst staying at home: https://t.co/P5Ch222CYT https://t.co/LsLU9wWqBL",251,2020-03-14 12:00:12,Twitter Media Studio,5628,2187,BorisJohnson
RT @uksciencechief: There is little chance of a usable vaccine being developed this year.  Our approach reflects the need to do all we can…,139,2020-03-14 09:04:41,Twitter Web App,0,2669,BorisJohnson
"If you have symptoms of coronavirus, it’s important that you stay at home for seven days to help protect your friends and neighbours.

More info: https://t.co/47UIka9nis https://t.co/lJyAoDgmcv",193,2020-03-13 18:07:55,Twitter Media Studio,7320,2810,BorisJohnson
"RT @DHSCgovuk: We've published new NHS advice on #COVID19.

YOU can help us share this with your family, friends, neighbours, and colleague…",140,2020-03-13 14:20:51,Twitter Web App,0,880,BorisJohnson
"RT @10DowningStreet: Latest NHS advice:

If you have: a new continuous cough OR a high temperature

You should stay at home for seven days.…",140,2020-03-13 10:52:33,Twitter Web App,0,1128,BorisJohnson
"This country will get through this epidemic, just as it has got through many tougher experiences before. https://t.co/3KfFGyRWzA",128,2020-03-13 07:24:21,Twitter Media Studio,15057,3064,BorisJohnson
"The UK’s Chief Medical Officer on the government’s updated advice on #COVID19 

If you have: a new continuous cough OR a high temperature (37.8 degrees or higher), you should stay at home for seven days.

Read the full guidance now: https://t.co/hmhS6y5caq https://t.co/BbSg7CbEmY",280,2020-03-12 21:15:39,Twitter Media Studio,4673,1859,BorisJohnson
"RT @DHSCgovuk: The government and the NHS have updated the advice on #COVID19.
 
If you have: a new continuous cough OR a high temperature…",139,2020-03-12 17:55:24,Twitter Web App,0,1684,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson holds a press conference on coronavirus https://t.co/cWQjqnwmnp,113,2020-03-12 16:56:07,Twitter for iPhone,0,1341,BorisJohnson
It is with deep sadness that I learned that a UK soldier was killed in the attack at the Taji military base last night. My thoughts go out to their loved ones at this extremely difficult time.,192,2020-03-12 09:59:31,Twitter for iPhone,15325,1907,BorisJohnson
"RT @BorisJohnson: Dr Jenny Harries, Deputy Chief Medical Officer, came into Downing Street to answer some of the most commonly asked questi…",140,2020-03-12 08:41:47,Twitter Web App,0,2840,BorisJohnson
"If you are unwell and think you might have coronavirus, stay at home and either call 111 or use the online service: https://t.co/xDm8Sg8LnS",139,2020-03-11 15:25:20,Twitter Web App,1406,412,BorisJohnson
"Dr Jenny Harries, Deputy Chief Medical Officer, came into Downing Street to answer some of the most commonly asked questions on coronavirus. https://t.co/jByRhFFfat",164,2020-03-11 15:23:07,Twitter Media Studio,7721,2840,BorisJohnson
"RT @NHSEngland: There’s a lot of fake news out there about #coronavirus, so it’s really important to get your information from a trusted so…",140,2020-03-10 16:39:35,Twitter Web App,0,1439,BorisJohnson
"RT @DHSCgovuk: Here's what you can do to protect yourself and others:

▶️ Wash your hands more often
▶️ Use soap and water for 20 seconds…",138,2020-03-10 12:54:02,Twitter Web App,0,930,BorisJohnson
RT @10DowningStreet: The UK’s Chief Scientific Adviser explains the government’s approach to managing the outbreak of coronavirus. https://…,140,2020-03-10 07:50:41,Twitter Web App,0,835,BorisJohnson
"RT @10DowningStreet: ""Today, on Commonwealth Day, I’m pleased to be celebrating one of the world’s greatest families of nations – the Commo…",140,2020-03-09 19:27:07,Twitter for iPhone,0,466,BorisJohnson
"It is absolutely critical in managing the spread of this virus that we take the right decisions at the right time, based on the latest and best evidence. https://t.co/8BbEeJ4dTb",177,2020-03-09 18:50:03,Twitter Web App,5981,1315,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson holds a press conference on coronavirus https://t.co/D9l6G4cUb4,113,2020-03-09 16:52:41,Twitter Web App,0,456,BorisJohnson
"RT @DHSCgovuk: Here's what you can do to protect yourself and others from coronavirus:

▶️ Wash your hands more often
▶️ Use soap and water…",140,2020-03-09 13:34:33,Twitter Web App,0,1182,BorisJohnson
"RT @Conservatives: 🗣 @BorisJohnson: ""Whoever you are and wherever you're from, we're building a brighter future for women and girls.""  💙💚💜…",139,2020-03-08 18:48:09,Twitter for iPhone,0,253,BorisJohnson
Today I visited Worcestershire to see the recovery efforts and pay tribute to the emergency services following flooding. https://t.co/pF4iQXBSmP,144,2020-03-08 16:15:40,Twitter for iPhone,10269,1538,BorisJohnson
"RT @10DowningStreet: ""You find your talent first, then you work out how you’re going to get there.""
 
To celebrate #InternationalWomensDay…",139,2020-03-08 12:26:58,Twitter for iPhone,0,204,BorisJohnson
"Fantastic afternoon at Twickenham watching the rugby and congratulating the Red Roses on their recent victory. 

Congratulations @EnglandRugby and well played @WelshRugbyUnion! https://t.co/0wilNJXqJD",200,2020-03-07 18:52:58,Twitter for iPhone,3648,354,BorisJohnson
RT @EnglandRugby: Prime Minister ⁦@BorisJohnson⁩ greets the #RedRoses at Twickenham following their win over Wales to secure the Triple Cro…,140,2020-03-07 17:39:48,Twitter for iPhone,0,247,BorisJohnson
"RT @10DowningStreet: Today PM @BorisJohnson visited Mologic Lab, to meet with scientists developing a home testing device for coronavirus.…",139,2020-03-06 14:32:34,Twitter Web App,0,466,BorisJohnson
"RT @DHSCgovuk: Help protect yourself and others.
 
Tap the link below to share official #NHS advice on #coronavirus with your family and fr…",140,2020-03-06 08:42:31,Twitter Web App,0,601,BorisJohnson
RT @10DowningStreet: “Today we’re announcing that people self-isolating will get Statutory Sick Pay from the first day off work. This will…,139,2020-03-04 13:23:12,Twitter Web App,0,936,BorisJohnson
"RT @10DowningStreet: Protect yourself and others.

Wash your hands more often than usual, for 20 seconds each time with soap and water, or…",139,2020-03-04 10:47:25,Twitter Web App,0,655,BorisJohnson
"Today, two years on from the chemical attack in Salisbury, my thoughts remain with all those impacted. It is heartening to see the historic city welcoming visitors and looking to the future, thanks to the strength and character of the community.",245,2020-03-04 08:29:02,Twitter Web App,8258,1045,BorisJohnson
RT @10DowningStreet: PM @BorisJohnson on what we can do to protect ourselves from coronavirus. https://t.co/9WerCySjcw,118,2020-03-03 16:51:01,Twitter Web App,0,461,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson holds a press conference on coronavirus. https://t.co/JNOtZZWegU,114,2020-03-03 10:46:31,Twitter Web App,0,590,BorisJohnson
RT @10DowningStreet: Today PM @BorisJohnson will hold a press conference to set out the government’s action plan to tackle the spread of co…,140,2020-03-03 10:06:00,Twitter Web App,0,283,BorisJohnson
An update on coronavirus following COBR. https://t.co/k34Q4XL4MF,64,2020-03-02 14:46:25,Twitter Web App,4033,982,BorisJohnson
RT @10DowningStreet: An update following PM @BorisJohnson's visit to Public Health England @PHE_uk to meet those working on coronavirus. ht…,140,2020-03-01 18:38:56,Twitter for iPhone,0,999,BorisJohnson
"RT @10DowningStreet: ""Think what Wales is already doing and think what we can achieve together. Happy #StDavidsDay!""

""Meddyliwch am yr hyn…",140,2020-03-01 11:50:21,Twitter for iPhone,0,295,BorisJohnson
"Coronavirus may very well be a challenge in the weeks and months ahead.

But I have no doubt that with the help of the NHS and its ­incomparable staff, this country will get through it — and beat it.

https://t.co/r7LvqR9MuH",224,2020-03-01 11:44:23,Twitter for iPhone,9404,1679,BorisJohnson
RT @10DowningStreet: PM @BorisJohnson on the public health advice for coronavirus prevention. https://t.co/XvwVeb1uMM,117,2020-02-28 18:31:52,Twitter for iPhone,0,741,BorisJohnson
"A huge win in Hillingdon East by-election - thanks to the @Hillingdon_Tory team for their hard work during the campaign. 

Colleen has already proven she’s a strong voice for local residents in Hillingdon and I know she’ll be a great addition to the fantastic team of councillors! https://t.co/aDKx6579nR",304,2020-02-28 14:02:59,Twitter for iPhone,1283,202,BorisJohnson
"We want to end rough sleeping, help get people off the streets and provide them with the support and encouragement that they need. https://t.co/WMfg72hEa1",154,2020-02-27 17:04:00,TweetDeck,9811,1804,BorisJohnson
"RT @MattHancock: NEWS: figures just out show record numbers of nurses in the NHS - up 8,000 on last year: https://t.co/JExf5NmpM8",129,2020-02-27 11:09:47,Twitter Web App,0,311,BorisJohnson
RT @10DowningStreet: “As the world changes we must move with it. Our Integrated Review launching today will ensure British foreign policy i…,140,2020-02-26 17:26:01,Twitter Web App,0,675,BorisJohnson
"RT @10DowningStreet: ""Great to meet with Chancellor @sebastiankurz of Austria today. We discussed the UK’s future relationship with the EU…",139,2020-02-26 08:07:24,Twitter Web App,0,278,BorisJohnson
"RT @DHSCgovuk: Winners from the #yourNHS children's art competition visited @10DowningStreet yesterday 👩🏾‍🎨

They met Health and Social Car…",140,2020-02-25 18:09:56,Twitter Web App,0,136,BorisJohnson
"I was delighted to welcome the young winners of the 'Your NHS' art competition to Downing Street today. 

Their creative designs and visions for our NHS were spectacular. https://t.co/l5G5p4slUa",194,2020-02-24 18:21:29,Twitter Web App,2919,375,BorisJohnson
RT @10DowningStreet: Today PM @BorisJohnson hosted Croatian Prime Minister @AndrejPlenkovic at Downing Street. They discussed the UK's futu…,140,2020-02-24 17:27:46,Twitter Web App,0,227,BorisJohnson
RT @10DowningStreet: This morning PM @BorisJohnson hosted a working breakfast with consumer and lifestyle publications to discuss how this…,139,2020-02-24 13:36:26,Twitter Web App,0,352,BorisJohnson
"I'm deeply saddened to hear of the attack at the London Central Mosque. It's so awful that this should happen, especially in a place of worship. My thoughts are with the victim and all those affected.",200,2020-02-20 16:52:35,Twitter Web App,10044,1544,BorisJohnson
"My thoughts are with the people of Germany as they grieve those lost in the terrible attack in Hanau last night. 

The UK stands with our German friends against this racist assault on our values.",195,2020-02-20 13:22:44,Twitter Web App,6935,946,BorisJohnson
RT @Conservatives: “Today is a historic moment for the whole UK. We’re introducing a points-based immigration system from Jan 2021 and taki…,140,2020-02-19 17:53:33,Twitter Web App,0,785,BorisJohnson
RT @ukhomeoffice: 🌏We’re introducing a new points-based immigration system from 2021 to attract the brightest and best talent from around t…,140,2020-02-19 17:43:48,Twitter Web App,0,366,BorisJohnson
"Next year, we will implement a points-based immigration system - welcoming the best and brightest from around the world whilst maintaining full control of our borders.  

https://t.co/XFbjECICbD",194,2020-02-19 17:36:00,TweetDeck,21623,3538,BorisJohnson
"We also agreed on the need to work together to tackle climate change, and resolved to strengthen our economic partnership. (2/2)",128,2020-02-18 13:49:20,Twitter Web App,2384,308,BorisJohnson
This morning I spoke to Chinese President Xi to express my sympathy and support for those affected by the coronavirus outbreak. The UK government has donated vital medical equipment to the region and we will continue to offer our assistance. (1/2),247,2020-02-18 13:49:07,Twitter Web App,6572,944,BorisJohnson
"RT @ukhomeoffice: We’ve launched a national campaign to recruit 20,000 more police officers. If you think you could #JoinThePolice, visit:…",139,2020-02-14 12:42:51,Twitter Web App,0,283,BorisJohnson
"We’re here to deliver for the people of this country. 

We're going to cut crime, we're going to tackle homelessness, and we’re going to invest more in our NHS and schools. https://t.co/DSuQLBPQRZ",196,2020-02-14 12:37:13,Twitter Web App,10399,2032,BorisJohnson
"This government will deliver on the priorities of the British people.
 
Investing more in our NHS and schools, levelling up with better infrastructure, and tackling crime with 20,000 more police on the streets. https://t.co/vMz7O9cXtO",234,2020-02-14 12:10:16,Twitter Web App,2963,536,BorisJohnson
"RT @BorisJohnson: HS2 is going to be a truly fantastic opportunity for Birmingham, the Midlands and for the whole country. https://t.co/g4J…",140,2020-02-12 08:20:34,Twitter for iPhone,0,1405,BorisJohnson
"We’re going to unite and level up across the country with better rail, less congested roads and beautiful British-build buses - making travel cleaner, greener, quicker, safer and more frequent. 
 
https://t.co/ombj6Bb0s9",220,2020-02-12 07:35:00,TweetDeck,7369,1176,BorisJohnson
"Fantastic to visit HS2’s Birmingham Curzon Street site this afternoon. 

This project will deliver better, faster and more reliable transport connections across the country. https://t.co/5T53bNMXoT",197,2020-02-11 20:03:00,TweetDeck,1721,264,BorisJohnson
"HS2 is going to be a truly fantastic opportunity for Birmingham, the Midlands and for the whole country. https://t.co/g4J47XEtXw",128,2020-02-11 19:00:00,TweetDeck,9887,1405,BorisJohnson
"RT @beisgovuk: These future #WomenInScience are using coding to measure the energy efficiency of their school 💡

On the @UN’s International…",140,2020-02-11 14:38:41,Twitter for iPhone,0,218,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson makes a statement on the future of the UK’s transport infrastructure. https://t.co/BVLNOh…,140,2020-02-11 12:32:10,Twitter Web App,0,465,BorisJohnson
"RT @MoJGovUK: The government’s first duty is to keep the public safe.

Our emergency counter-terrorism legislation will end automatic early…",140,2020-02-11 10:39:21,Twitter Web App,0,516,BorisJohnson
RT @uxbridgecollege: Thanks so much to our local MP @BorisJohnson for his support today during #ApprenticeshipWeek at Uxbridge College - he…,140,2020-02-08 09:15:15,Twitter for iPhone,0,152,BorisJohnson
.@KarenPierceUN is an outstanding and accomplished diplomat and I can think of no better person to drive forward our hugely important relationship with the United States at this time. I’m delighted she’ll be representing us in Washington.,238,2020-02-07 11:50:29,Twitter Web App,3321,576,BorisJohnson
"RT @10DowningStreet: ""An honour to host some of our fantastic military personnel at Downing St this evening, and to present the Sun #Millie…",140,2020-02-06 21:28:40,Twitter for iPhone,0,439,BorisJohnson
"We’re increasing our support for military veterans. 

https://t.co/n9LYBGjDry",77,2020-02-06 16:14:29,Twitter Web App,10569,1782,BorisJohnson
We are shortly bringing forward legislation to end the automatic early release of terrorist offenders. #PeoplesPMQs https://t.co/KMOttaHiP0,139,2020-02-06 12:06:47,Twitter Web App,12274,2662,BorisJohnson
"RT @10DowningStreet: ""We want an economy where people get paid well, have great skills and are not taxed too much."" – PM @BorisJohnson answ…",140,2020-02-06 10:02:33,Twitter Web App,0,690,BorisJohnson
"We're transforming mental health services for children and young people – putting in the money and resources so every child can get the support they need.
 
#ChildrensMentalHealthWeek https://t.co/sVHXhqlbOe",207,2020-02-06 07:29:00,TweetDeck,6043,1110,BorisJohnson
"RT @Conservatives: ""I'm shocked""

Watch our new TV ad 👇 https://t.co/VOX6gyPe1z",79,2020-02-05 18:26:50,Twitter Web App,0,3386,BorisJohnson
WATCH LIVE: I answer your questions #PeoplesPMQs #PPMQs https://t.co/r836l07xpy,79,2020-02-05 17:01:42,Twitter Media Studio,1404,404,BorisJohnson
"Let’s make this year the moment when we come together with the courage and the technological ambition to solve man-made climate change and to choose a cleaner, greener future for all our children and grandchildren. https://t.co/wuFS5z2cFY",238,2020-02-04 19:35:00,TweetDeck,5790,1091,BorisJohnson
"🎙 I’m hosting another #PeoplesPMQs tomorrow night at 5pm. 
 
💬 Send me your questions here: https://t.co/f85fLz0f4z https://t.co/NpVYMUHom7",139,2020-02-04 18:10:36,Twitter Web App,3311,810,BorisJohnson
RT @10DowningStreet: PM @BorisJohnson met Italian Prime Minister @GiuseppeConteIT at the launch of @COP26 in London. They looked forward to…,140,2020-02-04 17:05:53,Twitter Web App,0,271,BorisJohnson
"Delighted to launch the UN Climate Summit 
@COP26 with Sir David Attenborough at the 
@sciencemuseum this morning. 

There is no greater responsibility than protecting our planet, and no mission that a Global Britain is prouder to serve. https://t.co/iBgkYuTetm",261,2020-02-04 11:59:53,Twitter Web App,1565,362,BorisJohnson
"RT @10DowningStreet: Today, PM @BorisJohnson launches the UN Climate Summit @Cop26, setting out the UK’s position as a world leader in tack…",140,2020-02-04 10:31:20,Twitter Web App,0,483,BorisJohnson
"RT @COP26: 🌍 💪 💚 🇬🇧

The wait is over...⏰

Today PM @BorisJohnson and Sir David Attenborough are launching #COP26 and the 2020 Year of Clim…",140,2020-02-04 09:40:52,Twitter Web App,0,851,BorisJohnson
"RT @10DowningStreet: Today is #WorldCancerDay. 

Last week PM @BorisJohnson met campaigners from @CR_UK to discuss the fight against cancer…",140,2020-02-04 09:05:47,Twitter Web App,0,263,BorisJohnson
"We are re-emerging, after decades of hibernation, as a campaigner for global free trade 🇬🇧🌏 https://t.co/zos7YKVCvd",115,2020-02-03 20:31:32,Twitter for iPhone,18325,3758,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson sets out his vision for unleashing Britain's potential https://t.co/Qip1y4mUbC,128,2020-02-03 11:03:00,Twitter Web App,0,1551,BorisJohnson
"Thank you to all emergency services responding to the incident in Streatham, which the police have now declared as terrorism-related. My thoughts are with the injured and all those affected.",190,2020-02-02 16:03:18,Twitter for iPhone,19118,2831,BorisJohnson
"Thank you to @SteveBarclay, @LordCallanan, @JamesDuddridge and to everyone at DExEU for all of your hard work and dedication in getting Brexit delivered.",153,2020-02-01 21:41:35,Twitter for iPhone,7986,987,BorisJohnson
"RT @Conservatives: “When I look at the potential of this country waiting to be unleashed, I know that we can turn this opportunity into a s…",140,2020-02-01 11:38:22,Twitter for iPhone,0,974,BorisJohnson
RT @BorisJohnson: Tonight we are leaving the European Union. https://t.co/zZBsrf4BLe,84,2020-02-01 11:38:05,Twitter for iPhone,0,15351,BorisJohnson
"As we embark on a new chapter, let's come together and build a brighter future for the next generation. https://t.co/0VHVPfv5sp",127,2020-02-01 10:15:00,TweetDeck,10184,1905,BorisJohnson
Tonight we have left the EU - an extraordinary turning point in the life of this country. Let us come together now to make the most of all the opportunities Brexit will bring - and let’s unleash the potential of the whole UK. 🇬🇧,228,2020-01-31 23:00:58,Twitter Web App,131043,26810,BorisJohnson
RT @10DowningStreet: WATCH LIVE: We are counting down to leaving the EU ahead of our departure at 11pm https://t.co/xgV5BrtLQS,126,2020-01-31 22:40:58,Twitter Web App,0,1690,BorisJohnson
Tonight we are leaving the European Union. https://t.co/zZBsrf4BLe,66,2020-01-31 22:00:00,Twitter Media Studio,63090,15351,BorisJohnson
"RT @10DowningStreet: PM @BorisJohnson chaired the last Cabinet meeting before we leave the EU in Sunderland. 

He visited local businesses…",139,2020-01-31 18:03:25,Twitter Web App,0,445,BorisJohnson
"RT @Conservatives: 🇬🇧 Britain is leaving the EU tonight 🇬🇧

📺 Watch Prime Minister @BorisJohnson’s Address to the Nation on his Facebook pa…",140,2020-01-31 16:58:24,Twitter Web App,0,555,BorisJohnson
"This government will unite and level up our country.

And as we build a new relationship with the EU, I urge everyone to find closure and let the healing begin. https://t.co/DnEdK4uiKY",184,2020-01-31 12:35:00,TweetDeck,16209,3461,BorisJohnson
"Tonight at 10pm I’ll be giving an address to the nation, which you can watch on my Facebook page: https://t.co/ido2hy9GGX",121,2020-01-31 12:10:43,Twitter Web App,9888,1879,BorisJohnson
"RT @Conservatives: 💬 What: The Prime Minister's Address to the Nation.
⏰ When: 10pm tonight.
📲 Where: @BorisJohnson's Facebook page.

#Brex…",140,2020-01-31 12:07:42,Twitter Web App,0,371,BorisJohnson
RT @10DowningStreet: Today is the day the UK is leaving the EU. https://t.co/Zuhzl0l5sT,87,2020-01-31 08:54:19,Twitter Web App,0,3332,BorisJohnson
RT @10DowningStreet: Today PM @BorisJohnson hosted a Kids' Question Time at Downing Street. Watch what happened here. https://t.co/qvqzaq64…,140,2020-01-30 22:11:36,Twitter for iPhone,0,598,BorisJohnson
"Today I invited children from across our country to Downing Street to ask me their questions about the future of the UK. 

We spoke about climate change, the NHS, education, science, tech and much more. https://t.co/R7UFhmYB4Q",226,2020-01-30 18:49:17,Twitter Web App,3935,592,BorisJohnson
RT @10DowningStreet: Tomorrow at 11pm the UK will leave the EU. The countdown is on. https://t.co/vt4OUbpy61,108,2020-01-30 13:11:40,Twitter Web App,0,1759,BorisJohnson
"RT @Conservatives: 🗣 The Prime Minister will address the nation from 10 Downing Street on Friday night.

📲 Tune in from 10pm on @BorisJohns…",140,2020-01-30 11:23:43,Twitter Web App,0,539,BorisJohnson
We're going to tackle homelessness by addressing its root causes. #PeoplesPMQS https://t.co/2UpzVlSBfh,102,2020-01-30 08:03:00,TweetDeck,6816,1346,BorisJohnson
Youth knife crime is a massive issue for this country. We need to tackle it. #PeoplesPMQs https://t.co/R6JYU0OIcw,113,2020-01-29 21:20:00,TweetDeck,4407,839,BorisJohnson
What I will be doing when we leave the EU at 11pm this Friday. #PeoplesPMQs https://t.co/KrQ4C2f6Oe,99,2020-01-29 19:58:03,Twitter Web App,7398,1613,BorisJohnson
"Thank you for your questions this evening for the #PeoplesPMQs. 

Tune in for my address this Friday at 10pm. https://t.co/FHyNQJ4AUN",133,2020-01-29 18:54:03,Twitter for iPhone,1629,256,BorisJohnson
I’m answering your questions live from Downing Street https://t.co/Cu20XxEkaL,77,2020-01-29 17:00:38,Twitter Media Studio,2224,570,BorisJohnson
"RT @Conservatives: 2 days.
👇
Until #BrexitDay 
👇
We're getting it done. https://t.co/0bf7Uidnrc",95,2020-01-29 13:10:24,Twitter Web App,0,545,BorisJohnson
"“Will Brexit affect my holiday?”
 
I’ve answered some of your top searched questions about Brexit and what happens when we leave the EU on Friday. https://t.co/3LelRgfFPb",170,2020-01-28 22:09:08,Twitter for iPhone,12186,3116,BorisJohnson
"🎙 Get ready for another #PeoplesPMQs, 5pm tomorrow night!

💬 Send me your questions here:  https://t.co/wr6740CPjj https://t.co/orxegNtTyB",138,2020-01-28 17:07:52,Twitter Web App,2181,523,BorisJohnson
"RT @InvestInGREAT: @BorisJohnson has just announced that a fast-track ""global talent"" visa will launch on Feb 20th to simplify entry to the…",140,2020-01-28 10:40:53,Twitter Web App,0,187,BorisJohnson
"I’m delighted to hear @Sainsburys is leading the way for UK business by pledging to go carbon neutral, backed by significant investment. We must all work together to achieve Net Zero emissions. https://t.co/slrlvp1EKy",217,2020-01-28 08:19:04,Twitter for iPhone,2473,370,BorisJohnson
"Fantastic to visit @kingsmathschool yesterday and meet with these bright students and their teachers. 

We’re making an extra £300 million available for research into advanced mathematics, and will introduce a new fast track visa system to welcome more scientists to the UK. https://t.co/uLF6dRmwlQ",298,2020-01-28 07:48:00,TweetDeck,1711,296,BorisJohnson
"RT @10DowningStreet: PM @BorisJohnson met survivors at the UK Commemorative Ceremony for #HolocaustMemorialDay, including @SirBenHelfgott.…",139,2020-01-27 20:48:36,Twitter for iPhone,0,357,BorisJohnson
"As long as I am Prime Minister, I will never allow this country to forget what happened 75 years ago. I will do all I can to see that we continue to learn the lessons of the past. 

#HolocaustRemembranceDay 

https://t.co/wp7t49CPfr",232,2020-01-27 12:48:57,Twitter Web App,21077,3659,BorisJohnson
"I was truly honoured to meet Mala Tribich MBE and hear her story of surviving the horrors of the Holocaust. 

We should all listen to her message, remember and commit ourselves to ensuring that this never happens again.

#HolocaustMemorialDay #WeRemember https://t.co/wGdmJZR42J",278,2020-01-27 12:05:03,Twitter Web App,4205,975,BorisJohnson
"This Australia Day, I want all our Aussie friends to know that we Brits are thinking of you. Your resilience &amp; positive spirit has been an inspiration to us all. 
 
Our two nations share a very special friendship that I hope will continue to strengthen. Happy Australia Day.",278,2020-01-25 23:32:03,Twitter for iPhone,17931,2496,BorisJohnson
"RT @10DowningStreet: To celebrate Chinese New Year, PM @BorisJohnson dotted the eye of the lion and tried his hand at Chinese calligraphy w…",140,2020-01-25 15:12:09,Twitter for iPhone,0,460,BorisJohnson
RT @10DowningStreet: A very happy #BurnsNight from Downing Street🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/Q29SaOQIC4,96,2020-01-25 15:11:49,Twitter for iPhone,0,589,BorisJohnson
"Seamus Mallon made an extraordinary contribution to democracy and peace in Northern Ireland. I want to express my sincere condolences to his daughter Orla, to his family and friends and to the SDLP.",198,2020-01-24 19:22:44,Twitter for iPhone,1713,224,BorisJohnson
"Today I have signed the Withdrawal Agreement for the UK to leave the EU on January 31st, honouring the democratic mandate of the British people. 
 
This signature heralds a new chapter in our nation’s history. https://t.co/IaGTeeL2is",233,2020-01-24 17:25:02,Twitter for iPhone,51359,10511,BorisJohnson
"RT @10DowningStreet: ""I believe in keeping numbers high."" – PM @BorisJohnson answers Tyrone's question on recruiting more police officers i…",140,2020-01-23 20:09:05,Twitter for iPhone,0,369,BorisJohnson
The Withdrawal Agreement has received Royal Assent and is now law. We will leave the EU on January 31st 🇬🇧,106,2020-01-23 18:37:12,Twitter for iPhone,97228,23545,BorisJohnson
"We’re recruiting 20,000 more police and giving them the powers they need to tackle crime. #PeoplesPMQs https://t.co/EgPqR0wtup",126,2020-01-23 13:34:25,Twitter for iPhone,7623,1372,BorisJohnson
"RT @10DowningStreet: ""What shampoo do you use?"" - PM @BorisJohnson answers your questions for #PeoplesPMQs https://t.co/Szy7PpN58h",130,2020-01-23 13:21:59,Twitter for iPhone,0,1282,BorisJohnson
Thank you for your questions. See you again next week #PeoplesPMQs https://t.co/wc1uZhkaTg,90,2020-01-22 18:37:23,Twitter for iPhone,2643,335,BorisJohnson
LIVE: I'm answering your questions from Downing Street https://t.co/WoBwpJgjiV,78,2020-01-22 17:03:07,Twitter Media Studio,3895,1019,BorisJohnson
"RT @Conservatives: 🗣 @BorisJohnson at #PMQs: ""He should pay tribute to all the people who by their hard work found fantastic jobs over the…",139,2020-01-22 15:13:13,Twitter Web App,0,697,BorisJohnson
"🎙 Get ready for another #PeoplesPMQs at 5pm today!

💬 Send me your questions here: https://t.co/4gBIkrPJHh https://t.co/1KpndoISUV",130,2020-01-22 13:08:37,Twitter Web App,1921,479,BorisJohnson
RT @DefenceHQ: A new veterans' railcard will help hundreds of thousands of former personnel save on rail fares. The money-saving card will…,139,2020-01-22 10:59:24,Twitter Web App,0,496,BorisJohnson
RT @Conservatives: 📢🔵 We're introducing the UK's first ever #VeteransRailcard to help boost veterans' job prospects and strengthen family b…,140,2020-01-22 10:59:21,Twitter Web App,0,392,BorisJohnson
RT @10DowningStreet: PM @BorisJohnson held talks with President Kenyatta @StateHouseKenya today at Downing Street. They agreed on the need…,139,2020-01-21 19:16:33,Twitter for iPhone,0,353,BorisJohnson
RT @10DowningStreet: PM @BorisJohnson held talks with President @AlsisiOfficial of Egypt this morning in Downing Street. They spoke about t…,140,2020-01-21 15:25:17,Twitter Web App,0,318,BorisJohnson
RT @10DowningStreet: Latest @ONS figures show there are a record number of people working with employment reaching 76.3% 📈 https://t.co/QPJ…,140,2020-01-21 13:29:34,Twitter Web App,0,253,BorisJohnson
"RT @ukhomeoffice: Today, we’re announcing a counter-terror package including tougher sentences for offenders, an overhaul of probation, and…",140,2020-01-21 11:43:50,Twitter Web App,0,674,BorisJohnson
"RT @10DowningStreet: “Together let us write the next chapter for my country, for your country, and above all, for all the peoples of our co…",140,2020-01-21 08:36:59,Twitter for iPhone,0,447,BorisJohnson
"RT @10DowningStreet: ""We will be able to attract the best talent from around the world, wherever they may be."" - PM @BorisJohnson #InvestIn…",140,2020-01-21 07:44:31,Twitter for iPhone,0,703,BorisJohnson
"RT @10DowningStreet: PM @BorisJohnson met leaders from across Africa to discuss new and lasting partnerships that will deliver investment,…",139,2020-01-20 17:33:45,Twitter Web App,0,332,BorisJohnson
Today I hosted leaders and entrepreneurs at the UK-Africa Investment Summit in London #InvestInAfrica https://t.co/pux2EokmB6,125,2020-01-20 13:40:52,Twitter Web App,2612,493,BorisJohnson
