handle,period,num_communities,pct,isMonth,isQuarter,isYTD
TrumpGenRun3Sample47,YTD,6,0.6,False,False,True
TrumpGenRun3Sample47,_q1,5,0.58,False,True,True
TrumpGenRun3Sample47,_q2,4,0.55,False,True,True
TrumpGenRun3Sample47,YTD,6,0.58,False,False,True
TrumpGenRun3Sample48,jan,5,0.93,True,False,True
TrumpGenRun3Sample48,feb,6,0.69,True,False,True
TrumpGenRun3Sample48,mar,6,0.42,True,False,True
TrumpGenRun3Sample48,apr,6,0.64,True,False,True
TrumpGenRun3Sample48,may,5,0.39,True,False,True
TrumpGenRun3Sample48,jun,7,0.35,True,False,True
TrumpGenRun3Sample48,YTD,4,0.41,False,False,True
TrumpGenRun3Sample48,_q1,5,0.46,False,True,True
TrumpGenRun3Sample48,_q2,5,0.68,False,True,True
TrumpGenRun3Sample48,YTD,4,0.53,False,False,True
TrumpGenRun3Sample49,jan,5,0.57,True,False,True
TrumpGenRun3Sample49,feb,6,0.46,True,False,True
TrumpGenRun3Sample49,mar,6,0.52,True,False,True
TrumpGenRun3Sample49,apr,6,0.56,True,False,True
TrumpGenRun3Sample49,may,7,0.46,True,False,True
TrumpGenRun3Sample49,jun,6,0.7,True,False,True
TrumpGenRun3Sample49,YTD,5,0.5,False,False,True
TrumpGenRun3Sample49,_q1,4,0.37,False,True,True
TrumpGenRun3Sample49,_q2,5,0.64,False,True,True
TrumpGenRun3Sample49,YTD,5,0.39,False,False,True
TrumpGenRun3Sample50,jan,5,0.4,True,False,True
TrumpGenRun3Sample50,feb,5,0.5,True,False,True
TrumpGenRun3Sample50,mar,5,0.36,True,False,True
TrumpGenRun3Sample50,apr,5,0.64,True,False,True
TrumpGenRun3Sample50,may,5,0.64,True,False,True
TrumpGenRun3Sample50,jun,6,0.4,True,False,True
TrumpGenRun3Sample50,YTD,4,0.88,False,False,True
TrumpGenRun3Sample50,_q1,5,0.85,False,True,True
TrumpGenRun3Sample50,_q2,5,0.69,False,True,True
TrumpGenRun3Sample50,YTD,4,0.85,False,False,True
sample500,jan,7,0.41,,,
sample500,feb,8,0.67,,,
sample500,mar,6,0.62,,,
sample500,apr,6,0.64,,,
sample500,may,4,0.37,,,
sample500,jun,6,0.5,,,
sample500,YTD,4,0.69,,,
sample500,_q1,5,0.35,,,
sample500,_q2,5,0.41,,,
sample500,YTD,4,0.79,,,
sample500_30pctgov,jan,6,0.5,,,
sample500_30pctgov,feb,6,0.41,,,
sample500_30pctgov,mar,5,0.68,,,
sample500_30pctgov,apr,5,0.42,,,
sample500_30pctgov,may,5,0.37,,,
sample500_30pctgov,jun,8,0.53,,,
sample500_30pctgov,YTD,5,0.57,,,
sample500_30pctgov,_q1,5,0.43,,,
sample500_30pctgov,_q2,5,0.66,,,
sample500_30pctgov,YTD,5,0.59,,,
sample500,jan,8,0.72,,,
sample500,feb,9,0.39,,,
sample500,mar,6,0.77,,,
sample500,apr,6,0.34,,,
sample500,may,4,0.5,,,
sample500,jun,5,0.51,,,
sample500,YTD,4,0.59,,,
sample500,_q1,6,0.62,,,
sample500,_q2,5,0.53,,,
sample500,YTD,4,0.77,,,
sample250,jan,7,0.88,,,
sample250,feb,11,0.7,,,
sample250,mar,6,0.51,,,
sample250,apr,5,0.79,,,
sample250,may,7,0.55,,,
sample250,jun,6,0.8,,,
sample250,YTD,5,0.84,,,
sample250,_q1,6,0.58,,,
sample250,_q2,6,0.53,,,
sample250,YTD,5,0.8,,,
